Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date)
"4,18",Handelsbanken,3 månader,"72 225",2800000,20120401
"3,64",Swedbank,2 år,"72225",1.6 mkr,Jan 2011
"3,22",SEB,3 månader,"72 226",2 mkr,2011-07-01
"4,2",Nordea,3 år,"72227","1,7 mkr",2011-12-21
"4,1",Länsförsäkringar,3 månader,"72 227","2,3 mkr",2012
"3,87",Länsförsäkringar,2 år,"72228",540000,100820
"4,45",Swedbank,3 månader,"72 228",660000,120128
"4,12",Länsförsäkringar,3 månader,"72 231",,
"3,65",Danske Bank,Rörlig,"72 231","1,81",2008-07-15
"3,83",Swedbank,3 månader,"72 231","1,9",110601
"3,8",Nordea,Rörlig,"72 231","1,7",2012-01-01
"4,35",Swedbank,3 månader,"72 231","1,4",2011-12-15
"3,23",Swedbank,2 år,"72231",1,20120201
"3,55",Swedbank,3 månader,"72 231","1,54 mkr",3mån rörligt
"3,14",Swedbank,3 månader,"72 233",987000,110528
"4,15",Länsförsäkringar,Rörlig,"72 233","1,1",2010-07-01
"3,25",SEB,2 år,"72233","1,0 mkr",Augusti 2011
"3,85",Länsförsäkringar,Rörlig,"72 233","1,1",Juli 2010
"2,8",SEB,2 år,"72240","2,4",2011-07-29
"3,83",Handelsbanken,3 månader,"72 240","1,4mkr",2012-04-01
"4,25",Handelsbanken,3 månader,"72 241",1.0 mkr,120201
"3,79",SBAB,3 månader,"72 241","2,2 mkr",januari 2012
"3,79",SBAB,3 månader,"72 241","2,2 mkr",januari 2012
"3,15",SEB,3 år,"72242","1,65",2011-10-08
"4,74",Länsförsäkringar,3 månader,"72 243",,
"4,6",Swedbank,3 månader,"72 243","1,2",2006
"4,3",Handelsbanken,3 månader,"72 243","1,1",2011
"3,71",Swedbank,3 månader,"72 244",800,120328
"4,15",Nordea,Rörlig,"72 244",,
"3,85",Länsförsäkringar,Rörlig,"72 244",,
"1,89",Swedbank,3 månader,"72 244","1,4 mkr",2011-06-11
"4,17",Länsförsäkringar,Rörlig,"72 244","1,2",Januari 2012
"3,7",Länsförsäkringar,2 år,"72245",587500 kr,2012-03-30
"3,65",Länsförsäkringar,5 år,"72245",240000,2010-05-30
"4,04",Swedbank,3 år,"72245","1,6 mkr",2010-12-06
"4,82",SBAB,3 månader,"72 245","1,75 mkr",2010-10-10
"3,8",Danske Bank,Rörlig,"72 245","1,1 mkr",Mars 2012
"4,42",Länsförsäkringar,Rörlig,"72 246",,
"3,5",Swedbank,3 månader,"72 246","1,8 mkr",2011-04-01
"3,8",Swedbank,3 månader,"72 246",500000,2012-03-28
"3,546",Swedbank,Rörlig,"72 246",550000,2012-03-30
"3,96",SEB,3 månader,"72 246","1,4 mkr",-
"4,75",Swedbank,Rörlig,"72 291","1,8 mkr",2011-06-01
"3,85",Nordea,Rörlig,"72 334","1,8 mkr",2011-08-24
"4,1",Nordea,3 månader,"72 334","1,3 Mkr. ",20120210
"3,63",SBAB,3 år,"72334","1,9 mkr",Februari 2012
"3,66",Länsförsäkringar,2 år,"72334",900000,juni 2010
"3,49",SEB,3 månader,"72 335","1,35 mrk",2012-03-01
"4,65",Nordea,7 år,"72336",,
"3,9",Skandiabanken,3 månader,"72 337","2,0 mkr",120301
"4,15",Swedbank,3 månader,"72 338",,
"4,2",Swedbank,3 månader,"72 338",,
"3,79",Handelsbanken,1 år,"72338",,
"5,15",Länsförsäkringar,3 månader,"72 338",65700,2012-04-01
"3,35",Länsförsäkringar,3 år,"72338",427500,2010-03-30
"4,29",Swedbank,3 månader,"72 338",450000,2012-12-29
"3,21",Handelsbanken,2 år,"72339",,
"3,66",SEB,3 månader,"72 340",,
"4,45",Länsförsäkringar,1 år,"72340",,
"4,3",Swedbank,3 månader,"72 340",2,2011-12-31
"4,15",Swedbank,3 månader,"72 340",518000,2012-04-27
"2,72",Swedbank,2 år,"72340",3030000,maj2010
"3,3",SEB,3 månader,"72 341",,
"3,5",Swedbank,2 år,"72341",512,111101
"3,08",Swedbank,Rörlig,"72 342",,
4,Danske Bank,3 månader,"72 343",,
4,Danske Bank,3 månader,"72 343",,
"3,95",Länsförsäkringar,Rörlig,"72 343",,
"4,28",Handelsbanken,Rörlig,"72 344",650000,120101
"3,85",Swedbank,2 år,"72345",520,111210
4,Swedbank,5 år,"72345","2,5",111201
"4,12",Swedbank,Rörlig,"72 345",850000,2009-10-01
"3,8",Swedbank,Rörlig,"72 346","1,2",120112
"3,5",Länsförsäkringar,2 år,"72347",229000,20120321
"3,6",Länsförsäkringar,3 år,"72347",229000,20120321
"3,19",Swedbank,3 år,"72348","1,5 mkr",Januari 2012
"3,92",Handelsbanken,3 månader,"72 348",,
"3,5",Danske Bank,Rörlig,"72 348",,
"4,15",Swedbank,3 månader,"72 348",,
"3,5",Danske Bank,Rörlig,"72 348","2,4 mkr",2010-12-15
"3,56",SEB,3 månader,"72 348",2 mkr,20111228
"3,6",Danske Bank,Rörlig,"72 348",5,20111001
"4,02",Handelsbanken,3 månader,"72 348","3,9 mkr",Feb 2012
"4,23",Handelsbanken,3 månader,"72 349",,
"3,3",SEB,2 år,"72349",,
"2,84",SEB,2 år,"72350",,
"2,78",SEB,1 år,"72350",,
"3,46",SEB,3 månader,"72 350",,
"4,14",Handelsbanken,Rörlig,"72 350",,
"4,12",Länsförsäkringar,3 månader,"72 350",400000,2009-07-01
"3,65",Swedbank,Rörlig,"72 350","2,3 mkr",Februari 2012
"3,11",SEB,2 år,"72351",,
"3,11",SEB,2 år,"72351",,
"3,8",Danske Bank,Rörlig,"72 351",1600000,2006-06-30
"4,25",Nordea,Rörlig,"72 351","1,6 mkr",Rörlig ränta
"3,8",Danske Bank,Rörlig,"72 351","1,6",2006
"3,8",Danske Bank,Rörlig,"72 351","1,6",2006
"4,45",Swedbank,3 månader,"72 352","0,15 mkr",Januari 2012
"4,15",Skandiabanken,3 månader,"72 353",,
"4,13",Handelsbanken,2 år,"72353",,
"3,8",Swedbank,Rörlig,"72 353",,
"3,75",SEB,Rörlig,"72 353",,
"4,45",Swedbank,3 månader,"72 353",,
"4,1",Nordea,3 månader,"72 353","1,4",120327
"4,25",Swedbank,1 år,"72353","1,1",20120109
"4,15",SEB,Rörlig,"72 353",1100000,20120315
"4,62",SBAB,Rörlig,"72 353","1,2",2007
"3,55",Länsförsäkringar,2 år,"72355",,
"2,37",SEB,1 år,"72460",,
"4,2",Handelsbanken,1 år,"72460",,
"4,15",Swedbank,Rörlig,"72 460",,
"2,72",Swedbank,Rörlig,"72 460","5,2 mkr",2008-11-30
"3,55",Handelsbanken,2 år,"72460",2 mkr,2012-01-30
"4,13",Handelsbanken,Rörlig,"72 460","1,8",mars 2012
"4,15",Swedbank,Rörlig,"72 461",,
"3,9",Swedbank,2 år,"72461",,
"4,17",Nordea,Rörlig,"72 461",,
"5,05",Swedbank,5 år,"72461","1,10mkr",September 2007
"4,27",Länsförsäkringar,3 månader,"72 462",,
4,Skandiabanken,3 månader,"72 462",,
"3,11",Swedbank,3 månader,"72 462","2,1mkr",2011-08-01
"3,3",Swedbank,3 år,"72462","1,1mkr",2011-09-07
"3,9",Länsförsäkringar,3 månader,"72 462","1,2",120401
"3,86",SEB,3 månader,"72 462",1050000,20120201
"3,3",SEB,2 år,"72462",700000,20120201
"3,92",Handelsbanken,3 månader,"72 462",950 kkr,Inte
"2,83",Handelsbanken,3 år,"72462","0,955 mkr",September 2010
"3,4",Länsförsäkringar,2 år,"72462","2,3",Mars 2012
"3,95",Handelsbanken,3 år,"72463",,
"4,43",Handelsbanken,3 år,"72463","1,5",20120401
"4,15",Handelsbanken,3 år,"72464",,
"4,15",Länsförsäkringar,3 månader,"72 464","0,79 mkr",20120401
"3,5",Handelsbanken,2 år,"72465",500000,120301
"3,4",Swedbank,2 år,"72465","2,127mkr",120301
"3,75",SEB,3 månader,"72 465","1,4 mkr",augusti 2008
"3,71",SEB,3 månader,"72 466",800.0"0,00",20120105
"3,87",Handelsbanken,3 månader,"72 467",,
"4,17",Handelsbanken,3 månader,"72 467",,
"4,8",SEB,3 månader,"72 469","1,1 mkr",20120313
"3,77",Handelsbanken,3 månader,"72 470",121000,2010-09-01
"2,69",Handelsbanken,3 år,"72470",121000,2010-06-01
"3,5",Handelsbanken,5 år,"72470",118000,2010-06-01
"3,85",Länsförsäkringar,3 månader,"72 470","1,3 mkr",2012-01-01
"3,18",Swedbank,5 år,"72471",2000000,2012-03-01
"4,3",Swedbank,3 månader,"72 471",,
"4,5",Swedbank,2 år,"72471",,
"4,15",Swedbank,Rörlig,"72 474",620500,20101101
"4,1",Swedbank,5 år,"72474",620500,20101101
"4,2",Handelsbanken,1 år,"72475","1,3",Mars 2012
"3,196",Swedbank,Rörlig,"72 476","2,1",2012-04-01
"4,3",Swedbank,2 år,"72476",,
"4,5",Nordea,3 månader,"72 476",,
"3,69",SEB,Rörlig,"72 476","2,8 mkr",20120316
"3,95",Swedbank,3 månader,"72 476","0,6",20120328
"4,25",Swedbank,3 månader,"72 476",100000,februari 2012
"3,95",Swedbank,3 månader,"72 476","0,6 mkr",mars 2012
"4,6",Swedbank,5 år,"72477",800000,101228
"4,23",SBAB,3 månader,"72 477",900000,mars 2011
"3,67",SEB,3 månader,"72 478","1,9",2012-03-28
"4,15",Swedbank,3 månader,"72 479",788000,rörligt
"4,35",Swedbank,Rörlig,"72 479",,
"4,2",Swedbank,Rörlig,"72 479",,
"3,5",Länsförsäkringar,2 år,"72479",,
"2,99",Swedbank,Rörlig,"72 479","1,55",60601
"3,6",Länsförsäkringar,2 år,"72479","1,4",Februari 2011
"3,77",Handelsbanken,3 månader,"72 481",,
"3,45",Danske Bank,Rörlig,"72 481","2,0 mkr",-
"3,45",Danske Bank,Rörlig,"72 481",2 mkr,-
"3,29",SEB,3 månader,"72 481","2,6",2011-06-30
"4,1",Nordea,3 månader,"72 481","1,3 mkr",Mars 2012
"3,79",Swedbank,3 månader,"72 482","2,2",120328
"3,6",SEB,3 månader,"72 482","2,2 mkr",120328
"3,5",Handelsbanken,Rörlig,"72 482","1,46",2012-01-15
"2,98",SEB,"Bundet 1, 2 och 3 år","72 482","1,5",September 2011
"4,1",Nordea,3 månader,"72 482","1,85",Mars 2012
"3,77",Handelsbanken,3 månader,"72 482","2,7",mars 2012
"3,67",Handelsbanken,Rörlig,"72 482","0,5",Feb 2012
"3,97",Handelsbanken,Rörlig,"72 591","1,1 mkr",2011-12-01
"3,55",Danske Bank,Rörlig,"72 591",25000000,120101
"3,26",SEB,3 månader,"72 591","3,5 mkr",2010-11-01
3,SEB,2 år,"72591","3,0 mkr",2011-12-15
"3,7",Swedbank,3 månader,"72 591","2,3 mkr",2012-03-25
"3,8",Handelsbanken,3 månader,"72 591","2,4 mkr",120301
"4,07",Handelsbanken,Rörlig,"72 591",334000,120301
"4,07",Handelsbanken,Rörlig,"72 591","1,6 mkr",120201
"3,8",SEB,5 år,"72591","1,8",70101
"3,7",Swedbank,3 månader,"72 591","2,0 mkr",20120401
"3,42",Swedbank,3 månader,"72 591","1,5",110601
"4,07",Handelsbanken,3 månader,"72 591","1,6 mkr",feb 2012
"3,85",Handelsbanken,3 månader,"72 591","1,5 mkr",april 2012
"3,35",Swedbank,Rörlig,"72 591",1750000,Juni 2011
"2,68",SEB,1 år,"72591","2,875 mkr",2011-09-20
3,SEB,2 år,"72591","3,0mkr",December 2011
3,SEB,2 år,"72591","3,0mkr",December 2011
"4,2",Swedbank,3 månader,"72 592","1,7",111201
"3,82",SEB,3 månader,"72 593","2,8 mkr",120301
6,Swedbank,7 år,"72595",,
"4,1",Nordea,Rörlig,"72 596","2,2 mkr",ej bundet
"4,12",SBAB,3 månader,"72 596",,
"4,1",Skandiabanken,3 månader,"72 596",388,2012-03-01
"3,7",Handelsbanken,2 år,"72596","1,4",2011 -03-10
"3,25",Handelsbanken,2 år,"72597",,
"3,91",Handelsbanken,2 år,"72597",,
"3,26",SEB,3 månader,"72 597","4,2",2012-03-21
"4,55",Nordea,5 år,"72597","1,4",2012-06-15
"4,45",Länsförsäkringar,3 år,"72597",0,110401
"4,38",Handelsbanken,3 år,"72630",x,2012-11-24
"3,84",Handelsbanken,3 månader,"72 631","1,3",dec 2011
"3,47",Swedbank,3 månader,"72 631","1,85",Februari 2012
"4,5",Nordea,Rörlig,"73 060",800.000 kr,rörligt
"3,9",Swedbank,3 månader,"73 100","3,5",februari 2012
"4,15",Swedbank,3 månader,"73 111","0,8",2011-01-01
"3,09",SEB,3 år,"73111",650000,20120130
"4,17",Handelsbanken,3 månader,"73 115",,
"4,17",Handelsbanken,3 månader,"73 115",330 tkr,2012-02-01
"3,98",SBAB,2 år,"73130",730000,januari 2011
"4,16",Swedbank,3 år,"73133","0,6",120321
"3,9",Swedbank,2 år,"73134","0,16",2012-03-30
"4,33",Handelsbanken,3 månader,"73 137",880000,januari2012
"4,05",SBAB,3 månader,"73 140","0,5",20120402
"4,02",Handelsbanken,2 år,"73140","0,3",Jan 2011
"4,15",Swedbank,Rörlig,"73 141","0,4 mkr",0
"3,69",Swedbank,3 månader,"73 141","2,1",2012-04-02
"4,15",Länsförsäkringar,5 år,"73142",900000,20110130
4,Swedbank,Rörlig,"73 143",,
"3,91",SEB,Rörlig,"73 143",,
"3,6",Handelsbanken,2 år,"73143","1,25 mkr",Mars 2012
"3,35",Nordea,3 år,"73152","1,15",20120201
"3,36",SEB,3 månader,"73 152",850,februari 2012
"3,94",SBAB,Rörlig,"73 153",,
"4,3",Nordea,5 år,"73153",454,2010-07-26
"3,41",SEB,3 månader,"73 154",,
"3,9",Handelsbanken,Rörlig,"73 154","1,2",20120401
"4,3",Swedbank,3 månader,"73 191",,
"4,3",Swedbank,3 månader,"73 191",,
4,Swedbank,2 år,"73194","1,1",2011-11-11
"3,85",Länsförsäkringar,3 månader,"73 230",1 mkr,2012-04-01
"4,3",Swedbank,3 månader,"73 232",664576,20090316
"5,8",Swedbank,3 år,"73234",500000,2009
"3,87",Handelsbanken,3 månader,"73 248","1,4 mkr",2012-04-12
"4,33",Nordea,3 månader,"73 249",,
"3,85",Länsförsäkringar,Rörlig,"73 291",,
"4,14",Länsförsäkringar,3 månader,"73 291","0,8",2010-01-01
3,Handelsbanken,3 månader,"73 294",,
"3,85",Länsförsäkringar,3 månader,"73 294",800000,2012-02-01
"4,83",Swedbank,5 år,"73325",,
"4,2",Handelsbanken,3 månader,"73 332","1,45",2012-01-01
"5,65",Handelsbanken,10 år,"73332",750000,2003
"3,24",Swedbank,3 år,"73332",300000,2010
"4,15",Swedbank,3 månader,"73 335","2,25",dec 2011
"4,4",SBAB,Rörlig,"73 336",,
"3,95",Handelsbanken,3 månader,"73 337",,
"4,24",Swedbank,5 år,"73337",1 mkr,december 2011
"3,75",Länsförsäkringar,2 år,"73340",,
"3,65",Handelsbanken,3 år,"73340",9350000,2012-02-25
"3,75",Länsförsäkringar,2 år,"73340","2,1mkr",okt 2011
"4,17",Handelsbanken,5 år,"73373","0,2",20100702
"4,47",Handelsbanken,Rörlig,"73 375",850000,2012-04-03
"4,15",Länsförsäkringar,Rörlig,"73 391",775000,20120302
"4,59",Swedbank,5 år,"73394","0,8 mkr",2007-06-03
"5,28",Swedbank,5 år,"73394","0,693 mkr",2007-06-03
"4,2",Handelsbanken,2 år,"73398",,
"4,4",Handelsbanken,3 år,"73398",,
"3,11",Swedbank,1 år,"73398","1,5 mkr",20111220
"3,8",Handelsbanken,3 år,"73398","1,7 mkr",20120330
"3,15",Swedbank,10 år,"73399","1,1",Augusti 2007
"4,42",SBAB,3 månader,"73 431",,
"4,1",Handelsbanken,5 år,"73431","1,0mkr",2010-01-30
"4,4",Nordea,3 år,"73436",,
"3,8",Nordea,Rörlig,"73 436","0,9",2011-11-14
"3,18",Länsförsäkringar,2 år,"73437","1,1 mkr",20091001
"4,12",SBAB,Rörlig,"73 440",,
"4,05",Swedbank,Rörlig,"73 440",,
"3,41",SEB,3 månader,"73 450",,
"4,13",Handelsbanken,Rörlig,"73 451",675000,110512
"4,2",Handelsbanken,3 månader,"73 493",,
"3,86",Handelsbanken,3 år,"73493",,
"3,86",Handelsbanken,3 år,"73493",300850 kr,2011-01-01
"3,25",Länsförsäkringar,3 år,"73493","2,7mrk",aug 2009
"4,13",Handelsbanken,3 månader,"73 493","1,3",2012-03-01
"3,4",SEB,3 månader,"73 494",,
"3,2",Länsförsäkringar,2 år,"73494",700000,20110607
4,Länsförsäkringar,3 månader,"73 494",700000,20120214
"4,15",Swedbank,3 månader,"73 531","2,2 mkr",120130
"3,66",SEB,3 månader,"73 532","1,2 mkr",2012-03-21
"4,15",Swedbank,3 månader,"73 535",,
"4,15",Swedbank,3 månader,"73 535",450000,2012-04-01
"3,9",Swedbank,2 år,"73538",700000,110801
"4,07",Handelsbanken,3 månader,"73 630",275000,mars 2012
"3,5",SEB,2 år,"73632",,
"5,23",Swedbank,5 år,"73632",470000,20070810
"3,7",Swedbank,3 månader,"73 635","1,1",120225
"3,72",Länsförsäkringar,3 år,"73635",165000,november 2010
"3,25",Handelsbanken,3 år,"73635",244.4"0,00",april 2009
"3,56",Handelsbanken,3 år,"73691","0,9 mkr",120301
"4,45",Swedbank,3 månader,"73 691",134000,mars 2012
"4,45",Swedbank,Rörlig,"73 733",,
"3,55",Handelsbanken,3 år,"73733",1.0mkr,mars2012
"3,03",SEB,2 år,"73743",765000,september 2011
"3,97",Swedbank,3 månader,"73 749",600000,januari 2012
"3,95",Swedbank,3 månader,"73 791",604000,20120330
"3,4",Handelsbanken,3 år,"73791",750000,100630
"3,87",Handelsbanken,3 månader,"73 791",765000,juni 2011
"4,1",Nordea,3 månader,"73 792","0,6",120328
"3,85",Swedbank,Rörlig,"73 794","1,1",Rörligt
"4,48",Handelsbanken,5 år,"73832",600000,2010-12-01
"3,77",Handelsbanken,Rörlig,"73 832",650000,2011
"4,36",SBAB,1 år,"73833",912000,2012-02-07
"4,35",Swedbank,Rörlig,"73 891","1,1",November 2011
"4,13",Handelsbanken,3 månader,"73 892",1 mkr,2012-04-01
"3,6",Swedbank,3 år,"73931","0,4 mkr",2012-03-20
"4,37",SBAB,3 månader,"74 010",,
"4,42",Länsförsäkringar,Rörlig,"74 010","1,2",120401
"4,16",SEB,3 månader,"74 010","1,3",120213
"3,99",Nordea,5 år,"74011",,
"3,6",SEB,3 månader,"74 011",,
"4,15",Länsförsäkringar,3 månader,"74 011",,
4,Nordea,Rörlig,"74 020",,
"3,9",SEB,3 månader,"74 020",,
"4,15",Handelsbanken,Rörlig,"74 020",,
"4,5",SBAB,Rörlig,"74 020",,
"4,5",Nordea,3 månader,"74 020",,
"4,5",Nordea,3 månader,"74 020",,
"4,5",SBAB,3 månader,"74 020",,
"1,97",SEB,2 år,"74020",3000000,20110728
"3,85",Nordea,2 år,"74020","1,5",20111201
"3,9",Swedbank,Rörlig,"74 020","2,1",november 2011
"3,67",SBAB,Rörlig,"74 046",,
"4,2",Swedbank,Rörlig,"74 046",850000,2010
"3,8",Danske Bank,2 år,"74130",,
"2,95",Handelsbanken,Rörlig,"74 130","1,2",2011-10-01
"3,95",Handelsbanken,3 månader,"74 131","0,8 mkr",Mars 2012
"4,3",Nordea,3 månader,"74 131",542000,jan 2012
"3,48",SEB,1 år,"74140",,
"4,25",Handelsbanken,3 månader,"74 140","1,4 mkr ",20111206
"3,69",Handelsbanken,5 år,"74142",2000000,2010-08-01
"3,93",Handelsbanken,3 månader,"74 142",2000000,2012-04-01
"3,79",Swedbank,3 månader,"74 142",,
"3,52",Handelsbanken,2 år,"74142","1,9mkr",2012-02-01
"3,8",Nordea,Rörlig,"74 142","1,1 mkr",120225
"3,96",SEB,3 månader,"74 142","2,7",20120130
"3,67",Handelsbanken,3 månader,"74 142",5,120331
"4,15",Swedbank,Rörlig,"74 142",925000,20120401
"4,2",Nordea,3 månader,"74 142","2,0 mkr",jan 2012
"3,45",Nordea,2 år,"74143",,
"3,6",Danske Bank,Rörlig,"74 145","1,0 mkr",2010-06-06
"4,15",Swedbank,Rörlig,"74 190","1,9 mkr",2010-05-30
"3,7",Handelsbanken,2 år,"74190","1,4 mkr",2011-09-30
"4,43",Handelsbanken,3 månader,"74 190","2,7 mkr",Februari 2012
"3,43",Handelsbanken,3 år,"74191",,
"3,55",Swedbank,3 månader,"74 191","1,5 mkr",2012-01-15
"3,6",Nordea,2 år,"74192",2.2 mkr,111101
"3,94",Nordea,3 månader,"74 192",815000 kr,12/02/30
"3,79",Handelsbanken,3 månader,"74 192","2,2",2012-04-01
"3,77",Länsförsäkringar,Rörlig,"74 193",,
"4,5",SBAB,Rörlig,"74 194",,
"4,5",SBAB,1 år,"74194",,
"3,39",SEB,1 år,"74194",2550000,20120228
"4,09",Swedbank,10 år,"74195",,
"2,93",SEB,2 år,"74195","4,7",2011-10-31
"3,96",SEB,3 månader,"74 195",700000,120221
"3,85",Swedbank,3 månader,"74 195","1,6",20120101
"3,09",SEB,3 år,"74195","1,5",2012-01-13
"4,15",Nordea,3 månader,"74 195","3,1 msek",Februari 2012
"3,39",Handelsbanken,Rörlig,"74 196",,
"3,15",Nordea,3 år,"74196",,
"3,75",Danske Bank,Rörlig,"74 196","2,4",20070601
"3,7",Danske Bank,Rörlig,"74 196","2,7",2009-09-01
"3,9",Länsförsäkringar,Rörlig,"74 196","2,5",120101
"4,48",Handelsbanken,3 månader,"74 196","1,75 mkr",20120101
"3,3",SEB,3 år,"74196","1,9 mkr",December 2011
"3,85",Swedbank,Rörlig,"74 196",2,2012
"3,68",Handelsbanken,3 månader,"74 203",,
4,Handelsbanken,5 år,"74236",,
"3,08",Handelsbanken,3 år,"74236",55000,2010-09-01
"4,43",Handelsbanken,3 månader,"74 236",113000,2012-02-01
"4,17",Handelsbanken,3 månader,"74 236",40000,2012-03-01
"3,8",Handelsbanken,2 år,"74236",1 mkr,Mars 2012
"3,83",Swedbank,2 år,"74293",700000,120301
"4,05",SBAB,3 månader,"74 332",,
"3,6",SEB,3 månader,"74 334",,
"4,15",Länsförsäkringar,3 månader,"74 334",,
"3,8",Nordea,2 år,"74334",900000 kr,2011-10-01
"4,2",Nordea,3 månader,"74 335",500000,Februari 2012
"4,15",Swedbank,3 månader,"74 335",,
"4,45",Swedbank,3 år,"74335",,
"4,14",Handelsbanken,3 månader,"74 340",,
"3,97",Handelsbanken,3 månader,"74 340","2,2",2012-04-01
"3,8",Nordea,3 månader,"74 340","1,5 mkr",2012-02-29
"3,78",Handelsbanken,3 månader,"74 340",3 mkr,2012-04-01
"4,14",Handelsbanken,3 månader,"74 340","1,8",120201
"4,2",Swedbank,3 månader,"74 340",758000,Januari 2012
"4,2",Swedbank,3 månader,"74 340",758000,Januari 2012
"2,82",SEB,3 månader,"74 341","2,5 mkr",2011-08-28
"3,27",SEB,1 år,"74347","1,67",120105
"3,47",SEB,2 år,"74347","0,83",120105
"3,8",Skandiabanken,3 månader,"74 350",600000,2011-12-01
"3,8",Skandiabanken,3 månader,"74 350",600000,2011-12-01
"4,15",Länsförsäkringar,3 månader,"74 361",,
"4,33",Länsförsäkringar,5 år,"74361","1,5 mkr",September 2011
"4,22",Swedbank,3 månader,"74 361","1,25 mkr",?
"3,7",Länsförsäkringar,2 år,"74362","1,4",2012-03-30
"4,17",Handelsbanken,3 månader,"74 371",,
"3,97",Handelsbanken,3 månader,"74 371","1,5 mkr",Maj 2010
"4,3",Handelsbanken,Rörlig,"74 372","0,9 mkr",2010-01-01
"4,05",Länsförsäkringar,3 månader,"74 372",,
"3,75",Nordea,3 månader,"74 381",2400000,20120206
"4,2",Swedbank,Rörlig,"74 381","1,7",2012
"4,42",Länsförsäkringar,Rörlig,"74 382","1,36",2011-10-28
"3,8",Swedbank,2 år,"74386",,
"3,8",Swedbank,2 år,"74386",820000,110901
"4,45",Swedbank,Rörlig,"74 386",450000,januari 1900
"4,4",Swedbank,3 år,"74391",,
"4,25",SBAB,3 månader,"74 391","2,1",2009
"3,5",Nordea,Rörlig,"74 393",,
4,Nordea,Rörlig,"74 393",,
4,Länsförsäkringar,Rörlig,"74 450",430000,2009-06-01
"4,42",Nordea,2 år,"74451",,
"4,8",Swedbank,Rörlig,"74 451",,
"4,1",Swedbank,Rörlig,"74 451",,
"4,2",Handelsbanken,3 månader,"74 451",,
"3,41",SEB,Rörlig,"74 493","1,3",2008-09-20
"4,3",Länsförsäkringar,5 år,"74495",750000,2011
"4,39",Swedbank,2 år,"74496","0,6 mkr",110524
6,Swedbank,4,"74 496","0,6 mkr",80626
"6,07",Swedbank,5 år,"74496","0,6 mkr",80626
"4,5",Swedbank,3 år,"74497",,
"6,2",Länsförsäkringar,4 år,"74497",200000,2008-06-30
"3,94",Skandiabanken,5 år,"74530","1,8 mkr",20110101
"2,58",SEB,2 år,"74531","1,05 Mkr.",110921
"4,03",Swedbank,Rörlig,"74 532",,
"4,15",Länsförsäkringar,Rörlig,"74 536",,
"4,15",Swedbank,3 månader,"74 536",550000 kr,20120328
"3,45",Handelsbanken,2 år,"74536",315 tkr,20120328
"3,83",Handelsbanken,3 månader,"74 538","2,5",Mars 2012
"4,15",Länsförsäkringar,Rörlig,"74 539",,
"3,8",Nordea,5 år,"74539","2,2",20100601
"3,99",Swedbank,3 månader,"74 571",800000,201201402
"3,85",Nordea,Rörlig,"74 592","1,4 mkr",*
"4,42",Länsförsäkringar,3 månader,"74 593","1,5 mkr",2012-02-02
"3,77",SEB,3 månader,"74 593",,
"4,3",Swedbank,3 månader,"74 593","1,3 mkr",2012-02-28
"3,89",Swedbank,5 år,"74594","1,2 mkr",2010-08-19
"4,43",Handelsbanken,Rörlig,"74 594",136000,Januari 2012
"3,25",SEB,Rörlig,"74 595","2,5mkr",mars2004
"4,1",Swedbank,3 månader,"74 595",,
"4,2",Swedbank,Rörlig,"74 595","1,2",121201
"3,95",Länsförsäkringar,Rörlig,"74 595","2,1 mkr",20120301
"4,13",Länsförsäkringar,Rörlig,"74 596",,
"2,86",SEB,3 år,"74596",,
"2,85",SEB,2 år,"74597",2 mkr,Augusti 2011
"2,85",SEB,2 år,"74597",2 mkr,Augusti 2011
"2,79",SEB,1 år,"74597",2 mkr,Augusti 2011
"2,89",SEB,3 år,"74597",2 mkr,September 2011
"4,04",Handelsbanken,3 månader,"74 598","1,5 mkr",2012-02-01
"3,21",SEB,Rörlig,"74 598","2,7",2008
"3,8",Länsförsäkringar,3 månader,"74 598","3,5",20120101
"3,46",SEB,3 månader,"74 598","1,1",111228
"4,14",Nordea,2 år,"74599","2,3",110801
"3,34",SEB,1 år,"74631",,
"4,04",Swedbank,3 månader,"74 631","1,3 mkr",jan 2012
"3,73",SEB,3 månader,"74 633",,
"3,91",SEB,3 månader,"74 633",,
"3,91",SEB,3 månader,"74 633",,
"3,72",Handelsbanken,2 år,"74633","1,6mkr",120301
"3,56",SEB,3 månader,"74 634",,
"3,95",Länsförsäkringar,Rörlig,"74 634",,
"3,19",SBAB,3 år,"74637","1,5",100330
"3,67",Swedbank,1 år,"74637","0,7 mkr",120203
"2,7",SEB,2 år,"74638","1,8",september 2011
"4,17",Handelsbanken,3 månader,"74 638",,
"3,95",Swedbank,3 månader,"74 638","0,9 mkr",-
